,X,t_diff,x_diff,(1/2)xx_diff,Beta_u,left,right,value,S,C,Phi,boundary_check
70,0.010139541700482368,-0.5357027053833008,0.37929415702819824,-0.5677342414855957,0.09291661530733109,-1.0105203315615654,0.34861040115356445,-1.0105203315615654,0.2020382136106491,0.07211395353078842,0.002038224207260786,-0.07007572932352764
71,-0.10266999155282974,-0.5967319011688232,0.37959665060043335,0.0,0.08028138428926468,-0.5164505168795586,0.3099655508995056,-0.5164505168795586,0.18048495054244995,0.058897048234939575,0.0,-0.058897048234939575
72,0.001400790293700993,-0.5398184061050415,0.3981456160545349,-1.2358651161193848,0.09205813705921173,-1.6836253851652145,0.3540346622467041,-1.6836253851652145,0.2002803534269333,0.07113679498434067,0.00028035437173863366,-0.07085644061260203
73,0.5609375834465027,0.3990590572357178,0.6073832511901855,1.3219565153121948,0.16964609920978546,1.890661671757698,0.08636212348937988,0.08636212348937988,0.350462943315506,0.17331449687480927,0.15046293431372587,-0.022851562561083394
74,0.3872146010398865,-0.6648421287536621,0.6957769393920898,4.265830039978027,0.14146089553833008,3.7424488067626953,0.15638995170593262,0.15638995170593262,0.294574499130249,0.13251939415931702,0.09457450746762969,-0.03794488669168733
75,-0.2669743597507477,-0.6931155920028687,0.20695775747299194,3.725290298461914e-05,0.06819143891334534,-0.6248869001865387,0.26328641176223755,-0.6248869001865387,0.15313854813575745,0.04608946293592453,0.0,-0.04608946293592453
76,0.8768082857131958,-1.7365872859954834,0.859147310256958,-2.698227882385254,0.24114342033863068,-4.193671748042107,0.025091826915740967,-4.193671748042107,0.4806434214115143,0.2884162366390228,0.2806434140583738,-0.007772822580649041
77,0.9696066975593567,-2.4550795555114746,0.6688952445983887,-4.417374610900879,0.2598753869533539,-6.612578779459,-0.005639195442199707,-6.612578779459,0.527381420135498,0.32555174827575684,0.3273814306721736,0.0018296823964167874
78,0.7002695202827454,-0.33043622970581055,0.8828312158584595,-0.056102871894836426,0.199616476893425,-0.18692262470722198,0.05555069446563721,-0.18692262470722198,0.4028591215610504,0.21861624717712402,0.2028591055633668,-0.015757141613757214
79,-0.43027275800704956,-0.21412521600723267,0.17903968691825867,0.006109476089477539,0.06016942486166954,-0.1478463150560856,0.23231349885463715,-0.1478463150560856,0.13006633520126343,0.03748510777950287,0.0,-0.03748510777950287
